original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX15000088,MPXX15000088,WATER,"Brophy & Reilly, LLC",Miscellaneous Order,Architectural Consultant,7/1/2014,6/30/2015,273,"30,000.00","7,500.00","Brophy & Reilly, LLC",102,EXEMPT,For Profit
MPXX15000037,MPXX15000037,WATER,Buck & Associates,Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"32,000.00","8,864.87",Buck & Associates,102,EXEMPT,For Profit
1220256,122025602,WATER,"Burns Engineering, Inc.",Architect and Engineer Svcs,MEP for waste water plts,10/1/2013,9/30/2014,0,"500,000.00", -   ,"Burns Engineering, Inc.",1,ADVERTISED,For Profit
1220462,122046202,WATER,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,Improving Office Space,11/1/2013,10/31/2014,31,"239,342.00","66,372.09","CDA& I Architecture and Interiors, LTD",1,ADVERTISED,For Profit
1220269,122026902,WATER,"CDM Smith, Inc.",Architect and Engineer Svcs,Gen Eng for trtmt Fac,10/1/2013,9/30/2014,0,"500,000.00", -   ,"CDM Smith, Inc.",1,ADVERTISED,For Profit
1420086,142008601,WATER,"CDM Smith, Inc.",General Consultant Services,Eng Support Svcs,7/1/2014,6/30/2015,273,"8,872,700.00","798,511.62","CDM Smith, Inc.",1,ADVERTISED,For Profit
1220274,122027402,WATER,"CH2M Hill Engineers, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,10/1/2013,9/30/2014,0,"1,000,000.00", -   ,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit
1220475,122047502,WATER,"CH2M Hill Engineers, Inc.",General Consultant Services,SMED's Stormwater,4/1/2014,3/31/2015,182,"50,000.00", -   ,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit
1320096,132009601,WATER,"CH2M Hill Engineers, Inc.",General Consultant Services,Conceptual Design Green,8/1/2013,7/31/2014,0,"500,000.00","112,462.34","CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit
1420026,142002601,WATER,CH2M Hill Incorporated,General Consultant Services,Strategic Communications,7/1/2014,6/30/2015,273,"100,000.00", -   ,CH2M Hill Incorporated,1,ADVERTISED,For Profit
1220468,122046803,WATER,"CLOUD GEHSHAN ASSOCIATES, INC.",General Consultant Services,Signage System,7/1/2014,6/30/2015,273,"100,000.00","6,757.25","CLOUD GEHSHAN ASSOCIATES, INC.",1,ADVERTISED,For Profit
1220257,122025702,WATER,"CSA Central, Inc.",Architect and Engineer Svcs,General Engineering Svc,10/1/2013,9/30/2014,0,"500,000.00", -   ,"CSA Central, Inc.",1,ADVERTISED,For Profit
1220214,122021403,WATER,"CSL Services,Inc.",General Consultant Services,Flow Monitoring,7/1/2014,6/30/2015,273,"1,500,000.00","260,440.00","CSL Services,Inc.",1,ADVERTISED,For Profit
1420220,142022001,WATER,"Charles E. Day and Associates, LLC",General Consultant Services,Call Center Consultant,7/1/2014,6/30/2015,273,"200,000.00","33,600.00","Charles E. Day and Associates, LLC",1,ADVERTISED,For Profit
1220570,122057004,WATER,Community Design Collaborative,General Consultant Services,Lid Design Competition,7/1/2014,6/30/2015,273,"200,000.00", -   ,Community Design Collaborative,1,ADVERTISED,Non Profit
1220470,122047002,WATER,Community Legal Services,General Consultant Services,Public Advocate,2/15/2014,2/14/2015,137,"90,000.00","135,141.00",Community Legal Services,1,ADVERTISED,Non Profit
MPXX15000175,MPXX15000175,WATER,"Conservation Matters, LLC",Miscellaneous Order,REAL ESTATE CONSULTANT,7/1/2014,6/30/2015,273,"32,000.00", -   ,"Conservation Matters, LLC",102,EXEMPT,For Profit
1420203,1420203,WATER,"CorTrol Services, Ltd.",Architect and Engineer Svcs,Corrosion Control,9/1/2013,8/31/2014,0,"750,000.00","239,610.00","CorTrol Services, Ltd.",1,ADVERTISED,For Profit
1420204,1420204,WATER,"Corrpro Companies, Inc.",Architect and Engineer Svcs,Corrosion Control,9/1/2013,8/31/2014,0,"750,000.00","378,135.86","Corrpro Companies, Inc.",1,ADVERTISED,For Profit
1220261,122026102,WATER,"D&B/Guarino Engineers, LLC",Architect and Engineer Svcs,Water Sewer Program,10/1/2013,9/30/2014,0,"900,000.00", -   ,"D&B/Guarino Engineers, LLC",1,ADVERTISED,For Profit
1220235,122023502,WATER,"Dewberry Engineers, Inc.",Architect and Engineer Svcs,Cobbs Creek Corridor,9/1/2013,8/31/2014,0, -   , -   ,"Dewberry Engineers, Inc.",1,ADVERTISED,For Profit
1220241,122024102,WATER,"Dewberry Engineers, Inc.",Architect and Engineer Svcs,GES Natural Stream,10/1/2013,9/30/2014,0,"250,000.00", -   ,"Dewberry Engineers, Inc.",1,ADVERTISED,For Profit
1320083,132008302,WATER,"Duffield Associates, Inc.",Architect and Engineer Svcs,Stormwater infrastructure,8/1/2013,7/31/2014,0,"500,000.00", -   ,"Duffield Associates, Inc.",1,ADVERTISED,For Profit
1320286,132028602,WATER,EASTERN ENGINEERING,Architect and Engineer Svcs,Hydraulic Engineering Svc,7/1/2014,6/30/2015,273,"260,000.00","34,575.53",EASTERN ENGINEERING,1,ADVERTISED,For Profit
1420214,1420214,WATER,"EConsult Solutions, Inc",General Consultant Services,Prof Econo Analysis Svcs,8/2/2013,8/1/2014,0,"200,000.00","77,525.14","EConsult Solutions, Inc",1,ADVERTISED,For Profit
MPXX15000209,MPXX15000209,WATER,EFGrusheski Consulting,Miscellaneous Order,General Consultant,9/19/2014,6/30/2015,273,"32,000.00", -   ,EFGrusheski Consulting,102,EXEMPT,For Profit
1420077,142007701,WATER,Ellen Freedman Schultz,General Consultant Services,Environmental Education,7/1/2014,6/30/2015,273,"75,000.00","17,925.00",Ellen Freedman Schultz,1,ADVERTISED,For Profit
1520098,1520098,WATER,Energy Coordinating Agency of Phila Inc,General Consultant Services,LICAP,7/1/2014,6/30/2015,273,"550,000.00", -   ,Energy Coordinating Agency of Phila Inc,1,ADVERTISED,Non Profit
1220242,122024202,WATER,"GTS Technologies, Inc.",Architect and Engineer Svcs,GES Natural Stream,10/1/2013,9/30/2014,0,"250,000.00", -   ,"GTS Technologies, Inc.",1,ADVERTISED,For Profit
1220273,122027302,WATER,Gannett Fleming Inc,Architect and Engineer Svcs,Gen Eng for trtmt Fac,10/1/2013,9/30/2014,0,"500,000.00", -   ,Gannett Fleming Inc,1,ADVERTISED,For Profit
1320752,132075201,WATER,Gannett Fleming Inc,General Consultant Services,Air Scour Backwash System,6/3/2014,6/2/2015,245, -   , -   ,Gannett Fleming Inc,1,ADVERTISED,For Profit
1320086,132008601,WATER,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2013,7/31/2014,0,"500,000.00", -   ,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit
1320086,132008602,WATER,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2014,7/31/2015,304,"500,000.00", -   ,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit
1220276,122027602,WATER,Greeley & Hansen,Architect and Engineer Svcs,General Eng for trtmt fac,10/1/2013,9/30/2014,0,"500,000.00", -   ,Greeley & Hansen,1,ADVERTISED,For Profit
1320660,132066001,WATER,Greeley & Hansen,General Consultant Services,Master Facilities Plan,12/30/2013,12/29/2014,90,"300,000.00", -   ,Greeley & Hansen,1,ADVERTISED,For Profit
1220306,122030603,WATER,"GreenTreks Network, Inc.",General Consultant Services,Digital Videography,7/1/2014,6/30/2015,273,"100,000.00","20,885.00","GreenTreks Network, Inc.",1,ADVERTISED,Non Profit
1420137,142013701,WATER,"HABITHEQUE, INC.",General Consultant Services,FWWIC Exhibit Design,7/1/2014,6/30/2015,273,"400,000.00", -   ,"HABITHEQUE, INC.",1,ADVERTISED,For Profit
1220262,122026202,WATER,HUNT ENGINEERING CO,Architect and Engineer Svcs,"GES water mains, sewers",10/1/2013,9/30/2014,0,"600,000.00", -   ,HUNT ENGINEERING CO,1,ADVERTISED,For Profit
1220260,122026002,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Water Sewer Program,10/1/2013,9/30/2014,0,"1,200,000.00","543,263.42",Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit
1320084,132008401,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2013,7/31/2014,0,"500,000.00","20,362.18",Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit
1320084,132008402,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2014,7/31/2015,304,"500,000.00", -   ,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit
1220275,122027502,WATER,Hazen and Sawyer,Architect and Engineer Svcs,Gen Eng for Trtmt Fac,10/1/2013,9/30/2014,0,"1,000,000.00","661,703.09",Hazen and Sawyer,1,ADVERTISED,For Profit
1320097,132009701,WATER,Hazen and Sawyer,General Consultant Services,Conceptual Design Green,8/1/2013,7/31/2014,0,"500,000.00", -   ,Hazen and Sawyer,1,ADVERTISED,For Profit
MPXX15000184,MPXX15000184,WATER,"Health Advocate, Inc",Miscellaneous Order,Employee Assistance Progr,8/22/2014,6/30/2015,273,"32,000.00", -   ,"Health Advocate, Inc",102,EXEMPT,For Profit
1220333,122033304,WATER,"Healthmark, Inc.",General Consultant Services,Physical Performance Eval,7/1/2014,6/30/2015,273,"230,000.00","8,033.00","Healthmark, Inc.",1,ADVERTISED,For Profit
1220428,122042803,WATER,IMX Medical Management Services,General Consultant Services,Injury Prevention,7/1/2014,6/30/2015,273,"70,000.00",250,IMX Medical Management Services,1,ADVERTISED,For Profit
1220267,122026702,WATER,Jacobs Engineering Group Inc.,Architect and Engineer Svcs,Water Sewer Program,10/1/2013,9/30/2014,0,"500,000.00", -   ,Jacobs Engineering Group Inc.,1,ADVERTISED,For Profit
MPXX15000030,MPXX15000030,WATER,James O'Shaughnessy,Miscellaneous Order,REVIEW & SURVEY,7/1/2014,6/30/2015,273,"32,000.00","9,040.00",James O'Shaughnessy,102,EXEMPT,For Profit
1220243,122024302,WATER,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,Wetland Design,10/1/2013,9/30/2014,0,"250,000.00", -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
1320613,132061303,WATER,"Johnson, Mirmiran & Thompson",General Consultant Services,Inspection and Assessment,5/1/2014,4/30/2015,212,"533,000.00", -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
MPXX15000154,MPXX15000154,WATER,Joy Caldwell,Miscellaneous Order,Environmental Edu Consult,7/28/2014,6/30/2015,273,"32,000.00","2,511.00",Joy Caldwell,102,EXEMPT,For Profit
1220264,122026402,WATER,"KS Engineers, P.C.",Architect and Engineer Svcs,"GES water mains, sewers",10/1/2013,9/30/2014,0,"600,000.00", -   ,"KS Engineers, P.C.",1,ADVERTISED,For Profit
1220197,122019703,WATER,Karen Friedman Enterprises,General Consultant Services,Media Training,7/1/2014,6/30/2015,273,"50,000.00", -   ,Karen Friedman Enterprises,1,ADVERTISED,For Profit
1320459,132045902,WATER,"Keystone Engineering Group, Inc.",Architect and Engineer Svcs,On Line Water Quality,7/1/2014,6/30/2015,273,"300,000.00","12,621.75","Keystone Engineering Group, Inc.",1,ADVERTISED,For Profit
MPXX15000145,MPXX15000145,WATER,Kimberly A. Ferguson,Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"32,000.00", -   ,Kimberly A. Ferguson,102,EXEMPT,For Profit
MPXX15000146,MPXX15000146,WATER,Knowledge Solutions International,Miscellaneous Order,Training Services,7/23/2014,6/30/2015,273,"20,000.00", -   ,Knowledge Solutions International,102,EXEMPT,For Profit
1320095,132009501,WATER,"LRSLA Studio, Inc.",General Consultant Services,Conceptual Design,8/1/2013,7/31/2014,0,"500,000.00","56,394.79","LRSLA Studio, Inc.",1,ADVERTISED,For Profit
MPXX15000036,MPXX15000036,WATER,"Laboratory Testing, Inc.",Miscellaneous Order,SAMPLE ANALYSIS,7/1/2014,6/30/2015,273,"30,000.00",159,"Laboratory Testing, Inc.",102,EXEMPT,For Profit
1420227,142022701,WATER,"Lancaster Laboratories, Inc.",General Consultant Services,Environmental Lab Svcs,7/1/2014,6/30/2015,273,"200,000.00","22,249.50","Lancaster Laboratories, Inc.",1,ADVERTISED,For Profit
MPXX15000149,MPXX15000149,WATER,"Leadership Institute, Inc.",Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"30,000.00", -   ,"Leadership Institute, Inc.",102,EXEMPT,For Profit
1220219,122021903,WATER,Lehigh University Supported Empl/Assessment Svs,General Consultant Services,Cryptosporidium spp,7/1/2014,6/30/2015,273,"100,000.00", -   ,Lehigh University Supported Empl/Assessment Svs,1,ADVERTISED,Non Profit
MPXX15000038,MPXX15000038,WATER,Lois A. Brink,Miscellaneous Order,Fund Raising Services,7/1/2014,6/30/2015,273,"32,000.00", -   ,Lois A. Brink,102,EXEMPT,For Profit
1320501,132050102,WATER,Louis Cook Design,General Consultant Services,Graphic Design Artist,7/1/2014,6/30/2015,273,"150,000.00","12,258.06",Louis Cook Design,1,ADVERTISED,For Profit
1220268,122026802,WATER,MWH Americas Inc,Architect and Engineer Svcs,Gen Eng for trtmt Fac,10/1/2013,9/30/2014,0,"500,000.00", -   ,MWH Americas Inc,1,ADVERTISED,For Profit
1220286,122028602,WATER,"Maser Consulting, P.A.",Architect and Engineer Svcs,Water Sewer Program,10/1/2013,9/30/2014,0,"1,200,000.00","757,139.48","Birdsall Services Group, Inc.",1,ADVERTISED,For Profit
1320228,132022802,WATER,"Med-Tex Services, Inc.",General Consultant Services,Safety Training,7/1/2014,6/30/2015,273,"80,000.00","6,640.00","Med-Tex Services, Inc.",1,ADVERTISED,For Profit
MPXX15000121,MPXX15000121,WATER,Melena Murphy,Miscellaneous Order,Environmental Edu Consult,7/18/2014,6/30/2015,273,"32,000.00","8,145.00",Melena Murphy,102,EXEMPT,For Profit
MPXX15000162,MPXX15000162,WATER,"Mike Nelson Consulting, LLC",Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"32,000.00", -   ,"Mike Nelson Consulting, LLC",102,EXEMPT,For Profit
1220287,122028702,WATER,O'Brien & Gere Engineers Incorporated,Architect and Engineer Svcs,GES Water Treatment,10/1/2013,9/30/2014,0,"1,200,000.00","786,124.34",O'Brien & Gere Engineers Incorporated,1,ADVERTISED,For Profit
1320603,132060302,WATER,"Partnership for the Delaware Estuary, Inc.",General Consultant Services,Delaware Esturary,7/1/2014,6/30/2015,273,"300,000.00","3,015.96","Partnership for the Delaware Estuary, Inc.",1,ADVERTISED,Non Profit
1220259,122025902,WATER,Pennoni Associates Inc.,Architect and Engineer Svcs,Water/Sewer Program,10/1/2013,9/30/2014,0,"1,200,000.00","385,181.03",Pennoni Associates Inc.,1,ADVERTISED,For Profit
1220478,122047802,WATER,Pennoni Associates Inc.,General Consultant Services,SMED's Stormwater,4/1/2014,3/31/2015,182,"100,000.00", -   ,Pennoni Associates Inc.,1,ADVERTISED,For Profit
1320303,132030302,WATER,Pennsylvania Environmental Council Inc,General Consultant Services,Watershed Partnerships,7/1/2014,6/30/2015,273,"160,000.00", -   ,Pennsylvania Environmental Council Inc,1,ADVERTISED,Non Profit
1220477,122047702,WATER,Pennsylvania Horticultural Society,General Consultant Services,SMED's Stormwater,4/1/2014,3/31/2015,182,"100,000.00", -   ,Pennsylvania Horticultural Society,1,ADVERTISED,Non Profit
1520010,1520010,WATER,Pennsylvania Horticultural Society,General Consultant Services,Residential Stmwtr Prog,7/1/2014,6/30/2015,273,"945,900.00", -   ,Pennsylvania Horticultural Society,1,ADVERTISED,Non Profit
9820727,982072705,WATER,Philadelphia Municipal Authority,General Consultant Services,AMR,7/10/1997,9/10/2017,1076,"125,000,000.00","29,714,694.37",Philadelphia Municipal Authority,,Prior to 2-1-2006,Non Profit
1220459,122045903,WATER,Philadelphia Mural Arts Advocates,General Consultant Services,Art Works,7/1/2014,6/30/2015,273,"100,000.00", -   ,Philadelphia Mural Arts Advocates,8,EXEMPT,Non Profit
1220435,122043503,WATER,Pure Technologies US Inc,Architect and Engineer Svcs,Leak Detection,7/1/2014,6/30/2015,273,"150,000.00", -   ,Pure Technologies US Inc,1,ADVERTISED,For Profit
1320089,132008902,WATER,"QC, Inc",General Consultant Services,WETT,7/1/2014,6/30/2015,273,"40,000.00","3,340.00","QC, Inc",1,ADVERTISED,For Profit
1320779,132077901,WATER,"RESOLVE, Inc.",General Consultant Services,Mediation Services,6/1/2014,5/31/2015,243,"259,647.00","12,314.56","RESOLVE, Inc.",1,ADVERTISED,Non Profit
MPXX15000151,MPXX15000151,WATER,Rachel Odoroff,Miscellaneous Order,ENVIRONMENTAL EDU CONSULT,7/1/2014,6/30/2015,273,"32,000.00", -   ,Rachel Odoroff,102,EXEMPT,For Profit
1420460,1420460,WATER,"Raftelis Financial Consultants, Inc.",General Consultant Services,WRB Strategic Review,3/3/2014,3/2/2015,153,"699,920.00","284,206.46","Raftelis Financial Consultants, Inc.",1,ADVERTISED,For Profit
1220550,122055003,WATER,Rebuilding Together Philadelphia,General Consultant Services,Green Home Low Income,7/1/2014,6/30/2015,273,"100,000.00", -   ,Rebuilding Together Philadelphia,1,ADVERTISED,Non Profit
1220265,122026502,WATER,Remington & Vernick Engineers,Architect and Engineer Svcs,Water Sewer Program,10/1/2013,9/30/2014,0,"500,000.00", -   ,Remington & Vernick Engineers,1,ADVERTISED,For Profit
1520015,1520015,WATER,"Rodriguez Consulting, LLC",General Consultant Services,Regulatory Consultant Svc,7/1/2014,6/30/2015,273,"846,410.84","143,744.29","Rodriguez Consulting, LLC",1,ADVERTISED,For Profit
1420363,1420363,WATER,SCHUMAKER AND COMPANY. INC.,General Consultant Services,Water Cost Effectiveness,1/1/2014,12/31/2014,92,"355,200.00","291,669.96",SCHUMAKER AND COMPANY. INC.,1,ADVERTISED,For Profit
1320539,132053903,WATER,SIMON PUBLIC RELATIONS GROUP,General Consultant Services,Media & Marketing,7/1/2014,6/30/2015,273,"99,000.00", -   ,SIMON PUBLIC RELATIONS GROUP,1,ADVERTISED,For Profit
MPXX15000123,MPXX15000123,WATER,Sandy Sorlien,Miscellaneous Order,Environmental Edu Consult,7/18/2014,6/30/2015,273,"32,000.00", -   ,Sandy Sorlien,102,EXEMPT,For Profit
1320682,132068202,WATER,Schultz & Williams Inc,General Consultant Services,Fundraising Consultant,7/1/2014,6/30/2015,273,"185,000.00", -   ,Schultz & Williams Inc,1,ADVERTISED,For Profit
1320744,132074401,WATER,"Sci-Tek Consultants, Inc.",General Consultant Services,Sewer Flow Precip Anal,6/1/2014,5/31/2015,243,"1,236,000.00","128,253.11","Sci-Tek Consultants, Inc.",1,ADVERTISED,For Profit
1320540,132054002,WATER,Shift Space Design LLC,Architect and Engineer Svcs,Modular Downspout,7/1/2014,6/30/2015,273,"100,000.00", -   ,Shift Space Design LLC,1,ADVERTISED,For Profit
1220244,122024402,WATER,Skelly & Loy,Architect and Engineer Svcs,GES Natural Stream,10/1/2013,9/30/2014,0,"1,000,000.00", -   ,Skelly & Loy,1,ADVERTISED,For Profit
MPXX15000143,MPXX15000143,WATER,Smith & Solomon Commercial Driver Training School,Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"32,000.00", -   ,Smith & Solomon Commercial Driver Training School,102,EXEMPT,For Profit
1220434,122043403,WATER,Southeastern Pennsylvania Chapter of the American Red Cross,General Consultant Services,CPR/AED,7/1/2014,6/30/2015,273,"30,000.00","2,885.00",Southeastern Pennsylvania Chapter of the American Red Cross,1,ADVERTISED,Non Profit
1220263,122026302,WATER,Stantec,Architect and Engineer Svcs,Gen Eng Svcs,10/1/2013,9/30/2014,0,"900,000.00", -   ,Stantec,1,ADVERTISED,For Profit
1320087,132008701,WATER,Stantec,Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2013,7/31/2014,0,"500,000.00", -   ,Stantec,1,ADVERTISED,For Profit
1520027,1520027,WATER,"Sustainable Choices, LLC",General Consultant Services,Environmental Edu Consult,7/1/2014,6/30/2015,273,"60,000.00","11,150.00","Sustainable Choices, LLC",1,ADVERTISED,For Profit
1220266,122026602,WATER,T&M Associates,Architect and Engineer Svcs,"GES water mains, sewers",10/1/2013,9/30/2014,0,"500,000.00", -   ,T&M Associates,1,ADVERTISED,For Profit
MPXX15000040,MPXX15000040,WATER,"TTI Environmental, Inc.",Miscellaneous Order,OSHA HAZMATTraining Svcs,7/1/2014,6/30/2015,273,"32,000.00", -   ,"TTI Environmental, Inc.",102,EXEMPT,For Profit
1420089,142008901,WATER,Temple University,General Consultant Services,Trcrs of Human Wastewater,7/1/2014,6/30/2015,273,"100,000.00", -   ,Temple University,1,ADVERTISED,Non Profit
MPXX15000033,MPXX15000033,WATER,Teresa Vollmer,Miscellaneous Order,REVEIW & SURVEY,7/1/2014,6/30/2015,273,"32,000.00","4,227.50",Teresa Vollmer,102,EXEMPT,For Profit
1120252,112025205,WATER,"Tetra Tech, Inc.",General Consultant Services,Technical Work,7/1/2014,9/30/2014,0, -   , -   ,"Tetra Tech, Inc.",1,ADVERTISED,For Profit
1520006,1520006,WATER,"Tetra Tech, Inc.",General Consultant Services,Tidal River Modeling,7/1/2014,6/30/2015,273,"150,000.00", -   ,"Tetra Tech, Inc.",1,ADVERTISED,For Profit
MPXX15000039,MPXX15000039,WATER,"Thomas Gallagher, CPA",Miscellaneous Order,Review & Survey,7/1/2014,6/30/2015,273,"32,000.00","15,010.00","Thomas Gallagher, CPA",102,EXEMPT,For Profit
