original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1420491,1420491,PUBLIC PROPERTY,The Ballinger Company,Architect and Engineer Svcs,A & E Design Services,2014-05-01,2018-04-30,1400,11915000,0,The Ballinger Company
1220413,1220413,PUBLIC PROPERTY,"The Gordian Group, Inc.",General Consultant Services,JOC Program Management,2012-01-01,2014-12-31,184,150000,0,"The Gordian Group, Inc."
1420557,1420557,PUBLIC PROPERTY,The RBA Group,Architect and Engineer Svcs,Landscape Architectural,2014-06-30,2015-06-29,364,200000,0,The RBA Group
1020397,102039703,PUBLIC PROPERTY,Thompson Mark B Associates,Architect and Engineer Svcs,Letitia House Rehab,2013-11-01,2014-10-31,123,0,0,Thompson Mark B Associates
1320503,132050301,PUBLIC PROPERTY,TranSystems Corporation,Architect and Engineer Svcs,Architectural Requirement,2013-09-19,2014-09-18,80,0,51967.56,TranSystems Corporation
1320618,132061801,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,OM&S Youth Studies Center,2013-07-01,2014-06-30,0,1538068,1382668.19,"U.S. Facilities, Inc."
1420328,142032801,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,OM&S for Triplex,2013-10-01,2014-06-30,0,11154290,9000718.6,"U.S. Facilities, Inc."
1320558,1320558,PUBLIC PROPERTY,"UCI Architects, Inc.",Architect and Engineer Svcs,Bldg Improve Various Play,2012-12-06,2015-06-05,340,157261,93249.65,"UCI Architects, Inc."
1420558,1420558,PUBLIC PROPERTY,Viridian Landscape Studio LLC,Architect and Engineer Svcs,Landscape Architectural,2014-06-30,2015-06-29,364,200000,0,Viridian Landscape Studio LLC
MPXX14000151,MPXX14000151,RECORDS,"1 Source Safety & Health, Inc.",Miscellaneous Order,Safety,2013-07-29,2014-06-30,0,10000,7334.68,"1 Source Safety & Health, Inc."
1120575,112057503,RECORDS,"Azavea, Inc",General Consultant Services,phillyhistory support,2013-07-01,2014-06-30,0,30000,30000,"Azavea, Inc"
1220422,122042202,RECORDS,"Azavea, Inc",General Consultant Services,refoldering services,2013-07-01,2014-06-30,0,60000,60000,"Azavea, Inc"
1420005,142000501,RECORDS,"Azavea, Inc",General Consultant Services,mapping support,2013-07-01,2014-06-30,0,50000,27942.44,"Azavea, Inc"
1120210,112021003,RECORDS,Conservation Center for Art and Historic Artifacts,General Consultant Services,conservation services,2013-07-01,2014-06-30,0,30000,30000,Conservation Center for Art and Historic Artifacts
MPXX14000001,MPXX14000001,RECORDS,Dona Horowitz-Behrend,Miscellaneous Order,Historical Consulting,2013-07-01,2014-06-30,0,0,0,Dona Horowitz-Behrend
1420001,142000101,RECORDS,"Ewing Consulting, Inc.",General Consultant Services,records management,2013-07-01,2014-06-30,0,219700,199087.5,"Ewing Consulting, Inc."
MPXX14000268,MPXX14000268,RECORDS,"Hydro Service and Supplies, Inc",Miscellaneous Order,humidification sys maint,2013-11-15,2014-06-30,0,6051,2051,"Hydro Service and Supplies, Inc"
1320182,132018204,RECORDS,"Information Services Partner, Inc.",General Consultant Services,records mgmt,2013-07-01,2014-06-30,0,78500,75008.25,"Information Services Partner, Inc."
1420004,1420004,RECORDS,"Information Services Partner, Inc.",Computer and Information Svcs,Traffic Accident Sys Supt,2013-07-01,2014-06-30,0,42000,23535,"Information Services Partner, Inc."
1320579,132057901,RECORDS,"LRW Solutions Group, Inc.",General Consultant Services,Records Inventory,2013-07-01,2014-06-30,0,50000,49650,"LRW Solutions Group, Inc."
MPXX14000002,MPXX14000002,RECORDS,Lili-An Elkins,Miscellaneous Order,Research and Development,2013-07-01,2014-06-30,0,0,0,Lili-An Elkins
MPXX14000005,MPXX14000005,RECORDS,Pace Consulting LLC,Miscellaneous Order,mapping support,2013-07-01,2014-06-30,0,29900,29900,Pace Consulting LLC
MPXX14000007,MPXX14000007,RECORDS,Richard Gouldey,Miscellaneous Order,photographic services,2013-07-01,2014-06-30,0,5000,1640,Richard Gouldey
MPXX14000006,MPXX14000006,RECORDS,"Technically Media, Inc",Miscellaneous Order,cataloging services,2013-07-01,2014-06-30,0,30000,30000,"Technically Media, Inc"
1320183,132018303,RECORDS,Tyler Technologies,Computer and Information Svcs,document recording,2013-07-01,2014-06-30,0,1545000,1056458,Tyler Technologies
MPXX14000003,MPXX14000003,RECORDS,"U.S. Construction Group, Inc.",Miscellaneous Order,Photographic Services,2013-07-01,2014-06-30,0,807.5,807.5,"U.S. Construction Group, Inc."
1120182,112018206,RECORDS,VIR Archival and Preservation Services,General Consultant Services,archival consulting,2013-07-01,2014-06-30,0,108100,87600,VIR Archival and Preservation Services
1420006,1420006,RECORDS,Vanguard Direct Inc.,General Consultant Services,forms preparation,2013-07-01,2014-06-30,0,2000,0,Vanguard Direct Inc.
MPXX14000125,MPXX14000125,RECORDS,"Vital Records, Inc",Miscellaneous Order,Storage,2013-07-19,2014-06-30,0,3100,1882.5,"Vital Records, Inc"
1120543,112054306,REVENUE,AAL Acquest Corp.,General Consultant Services,TIC's for Sheriff Sales,2014-04-01,2015-03-31,274,0,0,AAL Acquest Corp.
1420265,1420265,REVENUE,"AllianceOne Receivables Management, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01,2014-06-30,0,1000000,0,"AllianceOne Receivables Management, Inc."
1420284,1420284,REVENUE,AthenianRazak LLC,General Consultant Services,Receivers/Sequestrators,2013-08-01,2014-06-30,0,1,0,AthenianRazak LLC
MPXX14000365,MPXX14000365,REVENUE,Boag McCann Limited,Miscellaneous Order,Welcome Pack Redesign,2014-03-12,2014-06-30,0,2500,0,Boag McCann Limited
1320537,132053701,REVENUE,"Consumer Adjustment Company, Inc",General Consultant Services,Tax and Debt Collection,2013-09-01,2014-08-31,62,100000,0,"Consumer Adjustment Company, Inc"
MPXX14000052,MPXX14000052,REVENUE,Elwyn,Miscellaneous Order,Printing Services,2013-07-01,2014-06-30,0,15000,11156.25,Elwyn
1320638,132063802,REVENUE,"Goehring, Rutter & Boehm",Legal Services,Real Estate Tax Coll.,2014-01-01,2014-12-31,184,6000000,0,"Goehring, Rutter & Boehm"
1420238,142023801,REVENUE,"LTS Acquisition Co., LLC",General Consultant Services,TIC's for Sheriff Sales,2013-07-01,2014-06-30,0,350000,181620,"LTS Acquisition Co., LLC"
1420071,1420071,REVENUE,LaSalle University,General Consultant Services,General Consulting,2013-07-01,2014-06-30,0,50000,28838.4,LaSalle University
1320575,132057502,REVENUE,"Linebarger Goggan Blair & Sampson, LLP",Legal Services,Real Estate Tax Coll.,2014-01-01,2014-12-31,184,7000000,0,"Linebarger Goggan Blair & Sampson, LLP"
1420266,1420266,REVENUE,Penn Credit,General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01,2014-06-30,0,1000000,0,Penn Credit
1420070,1420070,REVENUE,Peripheral Systems Inc.,Computer and Information Svcs,Computer Consulting,2013-07-01,2014-06-30,0,145000,96277.8,Peripheral Systems Inc.
1120362,112036203,REVENUE,Philadelphia Writ Service Inc.,General Consultant Services,Writ Services,2014-01-01,2014-12-31,184,0,0,Philadelphia Writ Service Inc.
1320538,132053802,REVENUE,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,2013-09-01,2014-08-31,62,2000000,0,"Pioneer Credit Recovery, Inc"
1420021,1420021,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Collect Nuis Liens - KICK,2013-07-01,2014-06-30,0,160000,41784.27,"Progressive Financial Services, Inc."
1420267,1420267,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01,2014-06-30,0,1500000,0,"Progressive Financial Services, Inc."
1120247,112024703,REVENUE,"Revenue Collection Bureau, Inc.",General Consultant Services,Collect Delinquent Taxes,2013-09-20,2014-09-19,81,0,0,"Revenue Collection Bureau, Inc."
1420268,1420268,REVENUE,"Revenue Collection Bureau, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01,2014-06-30,0,4400000,231085.33,"Revenue Collection Bureau, Inc."
1420256,1420256,REVENUE,Sherman Toppin Law Firm LLC,General Consultant Services,Receivers/Sequestrators,2013-08-01,2014-06-30,0,1,0,Sherman Toppin Law Firm LLC
1420509,1420509,REVENUE,The Nyman  Group,General Consultant Services,Training,2014-04-03,2015-04-02,276,105000,0,The Nyman  Group
MPXX14000235,MPXX14000235,REVENUE,The Nyman  Group,Miscellaneous Order,Training Assessment,2013-09-25,2014-06-30,0,30000,12086.74,The Nyman  Group
MPXX14000305,MPXX14000305,REVENUE,"The Parking Network, Inc.",Miscellaneous Order,Parking Tax Study,2013-12-16,2014-06-30,0,30000,30000,"The Parking Network, Inc."
MPXX14000239,MPXX14000239,REVENUE,"The Rosen Group, Inc.",Miscellaneous Order,Job Analysis,2013-10-02,2014-06-30,0,10000,8940,"The Rosen Group, Inc."
1120356,112035603,REVENUE,"The Tyler Firm, LLC",General Consultant Services,Writ Services,2014-01-01,2014-12-31,184,115000,41222,"The Tyler Firm, LLC"
1120493,112049303,SINKING FUND COMM,"Atalanta Sosnoff Capital, LLC",Investment Advisor-Manager,Renewal,2014-02-08,2015-02-07,222,0,0,"Atalanta Sosnoff Capital, LLC"
1120494,112049403,SINKING FUND COMM,"Cooke & Bieler, L.P.",Investment Advisor-Manager,Renewal,2014-02-24,2015-02-23,238,0,0,"Cooke & Bieler, L.P."
1120495,112049503,SINKING FUND COMM,"DePrince, Race & Zollo, Inc.",Investment Advisor-Manager,Renewal,2014-02-24,2015-02-23,238,0,0,"DePrince, Race & Zollo, Inc."
1220364,122036402,SINKING FUND COMM,"Fred Alger Management, Inc.",Investment Advisor-Manager,Renewal,2014-04-01,2015-03-31,274,-1,0,"Fred Alger Management, Inc."
1220408,122040802,SINKING FUND COMM,"Gallagher Fiduciary Advisors, LLC",Investment Advisor-Manager,Renewal and name change,2013-12-01,2014-11-30,153,0,0,"Gallagher Benefit Services, Inc."
1120396,112039603,SINKING FUND COMM,"Janus Capital Management, LLC",Investment Advisor-Manager,Renewal,2013-11-16,2014-11-15,138,0,0,"Janus Capital Management, LLC"
1120496,112049603,SINKING FUND COMM,Lazard Asset Management LLC,Investment Advisor-Manager,Renewal,2014-02-18,2015-02-17,232,0,0,Lazard Asset Management LLC
1120497,112049703,SINKING FUND COMM,Philadelphia Trust Company,Investment Advisor-Manager,Renewal,2014-02-24,2015-02-23,238,0,0,Philadelphia Trust Company
1120515,112051503,SINKING FUND COMM,"Vaughan Nelson Investment Management, L.P.",Investment Advisor-Manager,Renewal,2014-03-02,2015-03-01,244,0,0,"Vaughan Nelson Investment Management, L.P."
1120498,112049803,SINKING FUND COMM,"Weaver C. Barksdale & Associates, Inc.",Investment Advisor-Manager,Renewal,2014-02-24,2015-02-23,238,0,0,"Weaver C. Barksdale & Associates, Inc."
1320125,132012501,SINKING FUND COMM,WithumSmith+Brown,Accounting and Auditing Svcs,Renewal,2013-07-01,2014-06-30,0,0,0,WithumSmith+Brown
1020673,102067303,STREETS,A D MARBLE & CO,Streets FHWA,Historian Archeologist,2013-06-01,2014-05-31,0,100000,0,A D MARBLE & CO
1420273,1420273,STREETS,"AECOM Technical Services, Inc.",Streets FHWA,On-Call Project Mgmt Ser,2013-09-01,2015-08-31,427,1000000,50650.07,"AECOM Technical Services, Inc."
1320359,132035901,STREETS,"Alternative Resources, Inc.",General Consultant Services,Alter Waste Process Evalu,2013-07-01,2014-06-30,0,0,24878.74,"Alternative Resources, Inc."
1220525,122052502,STREETS,"Boles, Smyth Associates, Inc.",Streets FHWA,Traffic Operation Systems,2014-03-01,2015-02-28,243,1500000,0,"Boles, Smyth Associates, Inc."
1220313,122031302,STREETS,"CBG Communications, Inc.",General Consultant Services,ROW Consulting Services,2013-11-01,2014-10-31,123,25000,10533.29,"CBG Communications, Inc."
MPXX14000373,MPXX14000373,STREETS,"Clara Whaley-Perkins, Ph.D",Miscellaneous Order,Health Promotion Workshop,2014-03-27,2014-06-30,0,8000,0,"Clara Whaley-Perkins, Ph.D"
1320628,132062801,STREETS,"Clean Harbors Environmental Services, Inc.",General Consultant Services,Hsehld Waste Collection,2014-01-01,2014-12-31,184,200000,19306.84,"Clean Harbors Environmental Services, Inc."
1120324,112032406,STREETS,"Contemporary Staffing Solutions, Inc.",General Consultant Services,Temporary Staffing Srvs,2013-11-01,2014-10-31,123,300000,27557.2,"Contemporary Staffing Solutions, Inc."
1320435,132043501,STREETS,"Dawood Engineering, Inc.",Architect and Engineer Svcs,On-Call GES,2013-08-01,2014-07-31,31,1500000,0,"Dawood Engineering, Inc."
1220084,122008402,STREETS,"Gilmore & Associates, Inc.",General Consultant Services,OnCall Gen Engineer Svs,2013-07-25,2014-07-24,24,1000000,197870.3,"Gilmore & Associates, Inc."
1120608,112060803,STREETS,"Hill International, Inc.",Streets FHWA,OnCall CM & CI for Trail,2013-05-09,2014-05-08,0,1500000,242663.95,"Hill International, Inc."
1420311,1420311,STREETS,"Hill International, Inc.",Streets FHWA,Delaware Ave Ext PR CM/CI,2013-09-01,2015-08-31,427,989818.34,28683.6,"Hill International, Inc."
1220396,122039601,STREETS,Jacobs Engineering Group Inc.,Streets FHWA,Traffic Operations Center,2014-01-01,2014-12-31,184,0,86791.01,Jacobs Engineering Group Inc.
1120633,112063302,STREETS,Jacobs Project Management Co.,Streets FHWA,On-Call CM&CI for Bridges,2013-05-23,2014-05-22,0,1500000,459262.78,Jacobs Project Management Co.
820621,82062106,STREETS,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,ReStore Phila Corridors,2013-06-02,2014-06-01,0,0,0,"Johnson, Mirmiran & Thompson"
1120604,112060402,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,On-Call CM&CI for Bridges,2013-05-09,2014-05-08,0,1500000,33263.95,"Johnson, Mirmiran & Thompson"
1120605,112060502,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,On-call CM-CI Svs,2013-05-09,2014-05-08,0,750000,144628.56,"Johnson, Mirmiran & Thompson"
1320436,132043601,STREETS,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,On-Call GES,2013-08-01,2014-07-31,31,1500000,0,"Johnson, Mirmiran & Thompson"
1220049,122004902,STREETS,Keep Philadelphia Beautiful,General Consultant Services,Anti-Litter Educ. Program,2013-07-01,2014-06-30,0,122000,86109.43,Keep Philadelphia Beautiful
1220465,122046502,STREETS,"Kimley-Horn and Associates, Inc.",Streets FHWA,SIGNAL INTEGRATION,2014-01-01,2014-12-31,184,1000000,205414.94,"Kimley-Horn and Associates, Inc."
1320315,132031503,STREETS,"LevLane Advertising, Inc.",General Consultant Services,Litter & Recycling Edu PR,2013-07-01,2014-06-30,0,2690000,2579572.16,"LevLane Advertising, Inc."
1220523,122052302,STREETS,"McCormick Taylor, Inc.",Streets FHWA,Traffic Operation Systems,2014-03-01,2015-02-28,243,1500000,8229.17,"McCormick Taylor, Inc."
1120445,112044503,STREETS,"McMahon Associates, Inc.",Streets FHWA,Traffic Signal Retiming,2014-02-01,2015-01-31,215,0,0,"McMahon Associates, Inc."
1120619,112061902,STREETS,"Michael Baker Jr., Inc.",Streets FHWA,Trans. Eng. Design Svs,2013-06-01,2014-05-31,0,750000,283659.22,"Michael Baker Jr., Inc."
1120620,112062002,STREETS,"Parsons Brinckerhoff, Inc.",Streets FHWA,Trans. Eng. Design Svs,2013-06-01,2014-05-31,0,750000,173528.15,"Parsons Brinckerhoff, Inc."
1420409,1420409,STREETS,"RecycleBank, LLC",General Consultant Services,Recycling Rewards Program,2014-01-01,2014-12-31,184,1200000,0,"RecycleBank, LLC"
MPXX14000018,MPXX14000018,STREETS,"Rockwell Automation, Inc",Miscellaneous Order,Drawbridge Engineering Sv,2013-07-01,2014-06-30,0,30000,1154.99,"Rockwell Automation, Inc"
1220223,122022302,STREETS,Stantec,Architect and Engineer Svcs,Northeast Incinerator Pro,2013-07-01,2014-06-30,0,350000,286903.1,Stantec
1220327,122032702,STREETS,SwiftReach Networks,General Consultant Services,Telephone Notification,2013-12-01,2014-11-30,153,100000,3184.5,SwiftReach Networks
1120421,112042102,STREETS,"Systra Consulting, Inc.",Streets FHWA,Montgomery Ave/Amtrak,2013-12-01,2014-11-30,153,0,0,"Systra Consulting, Inc."
1120425,112042502,STREETS,"Systra Consulting, Inc.",Streets FHWA,Willow Grove Av/SEPTA,2013-12-01,2014-11-30,153,25000,32085.98,"Systra Consulting, Inc."
1220336,122033603,STREETS,The Nyman  Group,General Consultant Services,Professional Services,2013-07-01,2014-06-30,0,35000,16383.5,The Nyman  Group
MPXX14000262,MPXX14000262,STREETS,"Total Equipment Training, Inc.",Miscellaneous Order,Crane Training,2013-10-21,2014-06-30,0,6504.76,6504.56,"Total Equipment Training, Inc."
1020672,102067202,STREETS,TranSystems Corporation,Streets FHWA,41st Street over Amtrak,2013-06-30,2014-06-29,0,150000,0,TranSystems Corporation
1020674,102067403,STREETS,"Urban Engineers, Inc.",Streets FHWA,Del. Ave. Extension,2013-06-01,2014-05-31,0,434500,311936.28,"Urban Engineers, Inc."
1120610,112061002,STREETS,"Urban Engineers, Inc.",Streets FHWA,On-call CM-CI Svs,2013-05-09,2014-05-08,0,750000,114986.07,"Urban Engineers, Inc."
1220521,122052102,STREETS,"Urban Engineers, Inc.",Streets FHWA,Traffic Operation Systems,2014-03-01,2015-02-28,243,1500000,138205.39,"Urban Engineers, Inc."
MPXX14000391,MPXX14000391,WATER,"Donald Schlenger and Associates, LLC",Miscellaneous Order,Upgrade Meter Reading,2014-05-01,2014-06-30,0,32000,0,"Donald Schlenger and Associates, LLC"
1220271,122027102,WATER,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,2013-10-01,2014-09-30,92,0,0,"AECOM Technical Services, Inc."
1220083,122008302,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Tacony Creek Stream,2013-08-01,2014-07-31,31,0,0,"AKRF, Inc."
1220240,122024002,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Wetland Design,2013-10-01,2014-09-30,92,750000,0,"AKRF, Inc."
1320319,132031901,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Stormwater Concept Design,2013-07-01,2014-06-30,0,500000,443793,"AKRF, Inc."
1320353,132035301,WATER,"AKRF, Inc.",General Consultant Services,GSI Green Infrastructure,2013-07-01,2014-06-30,0,1409289,949712,"AKRF, Inc."
1420385,1420385,WATER,"AKRF, Inc.",General Consultant Services,Regulatory Consultant Svc,2014-02-01,2015-01-31,215,1200000,0,"AKRF, Inc."
1120508,112050803,WATER,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,Utility Rate Consultant,2013-09-01,2014-08-31,62,300000,349476,"AMEC Environment & Infrastructure, Inc."
1220474,122047402,WATER,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,SMED's Stormwater,2014-04-01,2015-03-31,274,250000,0,"AMEC Environment & Infrastructure, Inc."
1220054,122005403,WATER,AMERICAN GEOTECH INC,Architect and Engineer Svcs,Geotechnical Testing,2013-10-01,2014-09-30,92,75000,20245.5,AMERICAN GEOTECH INC
1320123,132012301,WATER,"ANALYTICAL LABORATORY SERVICES, INC. dba ALS ENVIRONMENTAL",General Consultant Services,Full Service Environ Lab,2013-07-01,2014-06-30,0,200000,46329,"ANALYTICAL LABORATORY SERVICES, INC. dba ALS ENVIRONMENTAL"
1220119,122011902,WATER,ANDRE C DASENT P C,Legal Services,Legal Contractor,2013-07-01,2014-06-30,0,112500,104850,ANDRE C DASENT P C
1220480,122048002,WATER,"ARCADIS US, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,2013-10-01,2014-09-30,92,1200000,119542.48,"ARCADIS US, Inc."
1220272,122027202,WATER,ATC Group Services,Architect and Engineer Svcs,Gen Eng Svcs,2013-10-01,2014-09-30,92,500000,0,ATC Group Services
1220332,122033202,WATER,Academy of Natural Sciences,Architect and Engineer Svcs,Chemical & Biological tes,2013-07-01,2014-06-30,0,30000,0,Academy of Natural Sciences
MPXX14000062,MPXX14000062,WATER,Adam Levine,Miscellaneous Order,Historical Research,2013-07-01,2014-06-30,0,30000,27625,Adam Levine
MPXX14000244,MPXX14000244,WATER,Alleer Training & Consulting,Miscellaneous Order,Training Services,2013-10-04,2014-06-30,0,32000,0,Alleer Training & Consulting
MPXX14000097,MPXX14000097,WATER,"American Trainco, Inc",Miscellaneous Order,Training Services,2013-07-11,2014-06-30,0,30000,29998,"American Trainco, Inc"
