original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status,
MPXX16000150,MPXX16000150,STREETS,Synergis Technologies,Miscellaneous Order,AutoCAD Training,8/11/2015,6/30/2016,0,10000,9975,Synergis Technologies,102,EXEMPT,For Profit,
1620189,1620189,STREETS,The Nyman  Group,General Consultant Services,Leadership Develpmnt Svcs,9/1/2015,8/31/2016,61,15000,12845.77,The Nyman  Group,1,ADVERTISED,For Profit,
1020672,102067204,STREETS,TranSystems Corporation,Streets FHWA,41st St. Bridge - Amtrak,6/30/2015,6/29/2016,0,38000,0,TranSystems Corporation,1,ADVERTISED,For Profit,
1520113,152011301,STREETS,URS Corporation,Streets FHWA,On Call Const Mgt & Inspe,7/1/2014,6/30/2016,0,2000000,840296.36,URS Corporation,1,ADVERTISED,For Profit,
1020674,102067407,STREETS,"Urban Engineers, Inc.",Streets FHWA,Del. Ave. Extension,6/1/2015,5/31/2016,0,100000,0,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
1020674,102067408,STREETS,"Urban Engineers, Inc.",Streets FHWA,Del Ave. Extension,6/1/2016,5/31/2017,334,0,0,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
1120610,112061004,STREETS,"Urban Engineers, Inc.",Streets FHWA,On Call CM & CI Svcs,5/9/2015,5/8/2016,0,0,209268.82,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
1220521,122052104,STREETS,"Urban Engineers, Inc.",Streets FHWA,Traffic Operation Systems,1/25/2016,2/28/2017,242,0,0,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
1620220,1620220,STREETS,"Urban Engineers, Inc.",Streets FHWA,Roosevelt Blvd Spec. S&S,9/21/2015,9/20/2016,81,1000000,173670.93,"Urban Engineers, Inc.",1,ADVERTISED,For Profit,
MPXX16000226,MPXX16000226,WATER,"Donald Schlenger and Associates, LLC",Miscellaneous Order,AMR/AMI PLANNING,10/1/2015,6/30/2016,0,32000,31800.66,"Donald Schlenger and Associates, LLC",102,EXEMPT,For Profit,
MPXX16000296,MPXX16000296,WATER,AAA School of Trucking,Miscellaneous Order,Training Services,7/1/2015,6/30/2016,0,31360,17640,AAA School of Trucking,102,EXEMPT,For Profit,
1620170,1620170,WATER,ADCON CONSULTANTS INC,Architect and Engineer Svcs,MEP Design,9/1/2015,8/31/2016,61,500000,0,ADCON CONSULTANTS INC,1,ADVERTISED,For Profit,
1320675,132067503,WATER,"AECOM Technical Services, Inc.",General Consultant Services,Tech Support for G Home,7/1/2015,6/30/2016,0,130000,0,URS Corporation,1,ADVERTISED,For Profit,
1520091,152009101,WATER,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,GES Design Strmwtr,8/1/2015,7/31/2016,30,1250000,536537.5,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit,
1320353,132035304,WATER,"AKRF, Inc.",General Consultant Services,GSI Green Infrastructure,7/1/2015,6/30/2016,0,3099013,2076708.19,"AKRF, Inc.",1,ADVERTISED,For Profit,
1420385,142038502,WATER,"AKRF, Inc.",General Consultant Services,Regulatory Consultant Svc,2/1/2016,1/31/2017,214,300000,0,"AKRF, Inc.",1,ADVERTISED,For Profit,
1620239,1620239,WATER,"AKRF, Inc.",Architect and Engineer Svcs,GES Natural Stream,9/1/2015,8/31/2016,61,1500000,0,"AKRF, Inc.",1,ADVERTISED,For Profit,
1620289,1620289,WATER,"AKRF, Inc.",Architect and Engineer Svcs,GES Planning & Design,1/1/2016,12/31/2016,183,750000,0,"AKRF, Inc.",1,ADVERTISED,For Profit,
1520283,152028301,WATER,AMERICAN GEOTECH INC,Architect and Engineer Svcs,Geotechnical Engineering,9/1/2015,8/31/2016,61,250000,0,AMERICAN GEOTECH INC,1,ADVERTISED,For Profit,
1520092,152009201,WATER,"ARCADIS US, Inc.",Architect and Engineer Svcs,GES Design Strmwtr,8/1/2015,7/31/2016,30,1250000,315957,"ARCADIS US, Inc.",1,ADVERTISED,For Profit,
1620315,1620315,WATER,"ARCADIS US, Inc.",Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,1200000,0,"ARCADIS US, Inc.",1,ADVERTISED,For Profit,
1620352,1620352,WATER,"ARCADIS US, Inc.",Architect and Engineer Svcs,Planning and Eng Services,3/1/2016,1/31/2017,214,150000,0,"ARCADIS US, Inc.",1,ADVERTISED,For Profit,
1620261,1620261,WATER,ATC Group Services,Architect and Engineer Svcs,GES WWTrmt Fac,9/1/2015,8/31/2016,61,1000000,0,ATC Group Services,1,ADVERTISED,For Profit,
MPXX16000247,MPXX16000247,WATER,Adam Levine,Miscellaneous Order,HISTORICAL CONSULTANT,10/1/2015,6/30/2016,0,32000,20281.25,Adam Levine,102,EXEMPT,For Profit,
MPXX16000219,MPXX16000219,WATER,Albert L. Pundt,Miscellaneous Order,Digital Archvist,9/1/2015,6/30/2016,0,32000,24967.69,Albert L. Pundt,102,EXEMPT,For Profit,
MPXX16000176,MPXX16000176,WATER,"Alex Gilliam, LLC",Miscellaneous Order,General Consultant,7/1/2015,6/30/2016,0,30000,8550,"Alex Gilliam, LLC",102,EXEMPT,For Profit,
MPXX16000257,MPXX16000257,WATER,"Amawalk Consulting Group, LLC",Miscellaneous Order,Tech Water Rate Board,11/1/2015,6/30/2016,0,32000,32000,"Amawalk Consulting Group, LLC",102,EXEMPT,For Profit,
1620235,1620235,WATER,"American Engineers Group, LLC",Architect and Engineer Svcs,GES Natural Stream,9/1/2015,8/31/2016,61,1500000,48856.52,"American Engineers Group, LLC",1,ADVERTISED,For Profit,
MPXX16000223,MPXX16000223,WATER,American National Red Cross It's Constituant Chapters - Bran,Miscellaneous Order,Safety Training Services,10/1/2015,6/30/2016,0,24750,3960,American National Red Cross It's Constituant Chapters - Bran,102,EXEMPT,Non Profit,
MPXX16000148,MPXX16000148,WATER,American Trainco LLC,Miscellaneous Order,Training Services,8/10/2015,6/30/2016,0,25000,23700,American Trainco LLC,102,EXEMPT,For Profit,
MPXX16000135,MPXX16000135,WATER,Andrea McClenon,Miscellaneous Order,Photograph/Video Consult,7/1/2015,6/30/2016,0,32000,19220,Andrea McClenon,102,EXEMPT,For Profit,
1320118,132011803,WATER,Axys Analytical Services,General Consultant Services,PCB Analysis,7/1/2015,6/30/2016,0,50000,22939.68,Axys Analytical Services,1,ADVERTISED,For Profit,
1320599,132059904,WATER,Black & Veatch Corporation,General Consultant Services,Support of Energy Prog,2/4/2016,2/3/2017,217,525000,0,Black & Veatch Corporation,1,ADVERTISED,For Profit,
1520308,152030801,WATER,Black & Veatch Corporation,General Consultant Services,Cost & Rate Analysis,10/1/2015,6/30/2016,0,270526,826382.64,Black & Veatch Corporation,1,ADVERTISED,For Profit,
1520087,152008701,WATER,Blake & Barancik Design Group Inc.,General Consultant Services,Design & Communications,7/1/2015,6/30/2016,0,50000,47130,Blake & Barancik Design Group Inc.,1,ADVERTISED,For Profit,
1620306,1620306,WATER,Brown and Caldwell,Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,500000,0,Brown and Caldwell,1,ADVERTISED,For Profit,
1620310,1620310,WATER,Brown and Caldwell,General Consultant Services,Sustainable Water Plan,6/1/2016,5/31/2017,334,750000,0,Brown and Caldwell,1,ADVERTISED,For Profit,
1620211,1620211,WATER,"Burns Engineering, Inc.",Architect and Engineer Svcs,MEP Design,9/1/2015,8/31/2016,61,750000,304036.49,"Burns Engineering, Inc.",1,ADVERTISED,For Profit,
1320541,132054105,WATER,"CDM Smith, Inc.",General Consultant Services,Sustainable Organization,7/1/2015,6/30/2016,0,360000,166092.23,"CDM Smith, Inc.",1,ADVERTISED,For Profit,
1420086,142008602,WATER,"CDM Smith, Inc.",General Consultant Services,Eng Support Svcs,7/1/2015,6/30/2016,0,8872700,5811944.42,"CDM Smith, Inc.",1,ADVERTISED,For Profit,
1620313,1620313,WATER,"CDM Smith, Inc.",Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,500000,0,"CDM Smith, Inc.",1,ADVERTISED,For Profit,
1320096,132009603,WATER,"CH2M Hill Engineers, Inc.",General Consultant Services,Conceptual Design Green,8/1/2015,7/31/2016,30,0,0,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit,
1520371,152037101,WATER,"CH2M Hill Engineers, Inc.",General Consultant Services,Water Quality Surveillanc,7/1/2015,6/30/2016,0,100000,49250.34,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit,
1620314,1620314,WATER,"CH2M Hill Engineers, Inc.",Architect and Engineer Svcs,"Watermain, Sewer and Stm",10/1/2015,9/30/2016,91,1000000,0,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit,
1620327,1620327,WATER,"CH2M Hill Engineers, Inc.",Architect and Engineer Svcs,GES Planning & Design,1/1/2016,12/31/2016,183,1250000,0,"CH2M Hill Engineers, Inc.",1,ADVERTISED,For Profit,
1420026,142002602,WATER,CH2M Hill Incorporated,General Consultant Services,Strategic Communications,7/1/2015,6/30/2016,0,100000,12757.14,CH2M Hill Incorporated,1,ADVERTISED,For Profit,
MPXX16000366,MPXX16000366,WATER,"CHRS, INC.",Miscellaneous Order,Archeological Consultant,4/1/2016,6/30/2016,0,30000,0,"CHRS, INC.",102,EXEMPT,For Profit,
1620302,1620302,WATER,"CLOUD GEHSHAN ASSOCIATES, INC.",General Consultant Services,Signage System,9/1/2015,8/31/2016,61,100000,18452.07,"CLOUD GEHSHAN ASSOCIATES, INC.",1,ADVERTISED,For Profit,
1620152,1620152,WATER,CMC Energy Services Inc.,General Consultant Services,LICAP,7/1/2015,6/30/2016,0,450000,112580,CMC Energy Services Inc.,1,ADVERTISED,For Profit,
1620210,1620210,WATER,"CSA Central, Inc.",Architect and Engineer Svcs,MEP Design,9/1/2015,8/31/2016,61,500000,59545.55,"CSA Central, Inc.",1,ADVERTISED,For Profit,
1620028,1620028,WATER,"CSL Services,Inc.",General Consultant Services,Sewer Flow Monitoring,7/1/2015,6/30/2016,0,1650000,1074728,"CSL Services,Inc.",1,ADVERTISED,For Profit,
1420220,142022002,WATER,"Charles E. Day and Associates, LLC",General Consultant Services,Call Center Consultants,7/1/2015,6/30/2016,0,100000,91600,"Charles E. Day and Associates, LLC",1,ADVERTISED,For Profit,
1520370,152037001,WATER,CliftonLarsonAllen LLP,Accounting and Auditing Svcs,Internal Control Review,9/2/2015,6/30/2016,0,0,32424,CliftonLarsonAllen LLP,1,ADVERTISED,For Profit,
MPXX16000310,MPXX16000310,WATER,Community College of Philadelphia,Miscellaneous Order,Basic English/Math,1/6/2016,6/30/2016,0,32000,8700,Community College of Philadelphia,102,EXEMPT,Non Profit,
1620318,1620318,WATER,Community Legal Services,General Consultant Services,Public Advocate,12/1/2015,6/30/2016,0,300000,297272.4,Community Legal Services,1,ADVERTISED,Non Profit,
MPXX16000218,MPXX16000218,WATER,"Conservation Matters, LLC",Miscellaneous Order,Real Estate Consultant,7/1/2015,6/30/2016,0,32000,0,"Conservation Matters, LLC",102,EXEMPT,For Profit,
1420203,142020302,WATER,"CorTrol Services, Ltd.",Architect and Engineer Svcs,Corrision Control,9/1/2015,8/31/2016,61,750000,0,"CorTrol Services, Ltd.",1,ADVERTISED,For Profit,
1520121,152012101,WATER,"CorTrol Services, Ltd.",General Consultant Services,Corrosion Control Svcs,7/1/2015,6/30/2016,0,424457,397173.02,"CorTrol Services, Ltd.",1,ADVERTISED,For Profit,
1520237,152023701,WATER,"Corona Environmental Consulting, LLC",General Consultant Services,Water Quality Issues,7/1/2015,6/30/2016,0,430000,446915.15,"Corona Environmental Consulting, LLC",1,ADVERTISED,For Profit,
1420204,142020402,WATER,"Corrpro Companies, Inc.",Architect and Engineer Svcs,Corrosion Control,9/1/2015,8/31/2016,61,750000,0,"Corrpro Companies, Inc.",1,ADVERTISED,For Profit,
1620221,1620221,WATER,"D&B/Guarino Engineers, LLC",Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1700000,385670.3,"D&B/Guarino Engineers, LLC",1,ADVERTISED,For Profit,
MPXX16000305,MPXX16000305,WATER,Daniel Glenn Kobza,Miscellaneous Order,Wild West Philly,1/1/2016,6/30/2016,0,32000,7200,Daniel Glenn Kobza,102,EXEMPT,For Profit,
1620237,1620237,WATER,"Dewberry Engineers, Inc.",Architect and Engineer Svcs,GES Natural Stream,9/1/2015,8/31/2016,61,500000,0,"Dewberry Engineers, Inc.",1,ADVERTISED,For Profit,
MPXX16000217,MPXX16000217,WATER,"Diversified Settlement Services, Inc",Miscellaneous Order,Land Title Search,9/1/2015,6/30/2016,0,9150,9150,"Diversified Settlement Services, Inc",102,EXEMPT,For Profit,
1620270,1620270,WATER,Dresdner Robin Environmental Management,Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1000000,0,Dresdner Robin Environmental Management,1,ADVERTISED,For Profit,
1320083,132008304,WATER,"Duffield Associates, Inc.",Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2015,7/31/2016,30,750000,0,"Duffield Associates, Inc.",1,ADVERTISED,For Profit,
1320286,132028603,WATER,EASTERN ENGINEERING,Architect and Engineer Svcs,Hydraulic Engineering Svc,7/1/2015,6/30/2016,0,260000,195323.07,EASTERN ENGINEERING,1,ADVERTISED,For Profit,
1420214,142021402,WATER,"EConsult Solutions, Inc",General Consultant Services,Prof Econo Analysis Svcs,8/2/2015,8/1/2016,31,200000,31619.95,"EConsult Solutions, Inc",1,ADVERTISED,For Profit,
MPXX16000229,MPXX16000229,WATER,EFGrusheski Consulting,Miscellaneous Order,General Consultant,9/1/2015,6/30/2016,0,32000,26125,EFGrusheski Consulting,102,EXEMPT,For Profit,
MPXX16000198,MPXX16000198,WATER,East Falls Development Corporation,Miscellaneous Order,Stormwater Management,9/1/2015,6/30/2016,0,32000,4826.28,East Falls Development Corporation,102,EXEMPT,Non Profit,
1620290,1620290,WATER,"Echologics, LLC",Architect and Engineer Svcs,Pipeline Leak Detection,10/1/2015,6/30/2016,0,61790,0,"Echologics, LLC",1,ADVERTISED,For Profit,
1420077,142007703,WATER,Ellen Freedman Schultz,General Consultant Services,Environmental Education,4/1/2016,3/31/2017,273,85000,0,Ellen Freedman Schultz,1,ADVERTISED,For Profit,
MPXX16000123,MPXX16000123,WATER,EnviroSim USA LLC,Miscellaneous Order,Training Services,7/1/2015,6/30/2016,0,17500,17500,EnviroSim USA LLC,102,EXEMPT,For Profit,
1420227,142022702,WATER,"Eurofins Lancaster Laboratories Environmental, LLC",General Consultant Services,Environmental Svcs,7/1/2015,6/30/2016,0,200000,183624,"Lancaster Laboratories, Inc.",1,ADVERTISED,For Profit,
1520569,152056901,WATER,Fairmount Park Conservancy,General Consultant Services,GSI Planning & Design,1/1/2016,12/31/2016,183,300000,0,Fairmount Park Conservancy,8,EXEMPT,Non Profit,
1320752,132075202,WATER,Gannett Fleming Inc,General Consultant Services,Air Scour Backwash System,6/3/2015,6/2/2016,0,36681.66,0,Gannett Fleming Inc,1,ADVERTISED,For Profit,
1620294,1620294,WATER,Gannett Fleming Inc,Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,1000000,0,Gannett Fleming Inc,1,ADVERTISED,For Profit,
1320086,132008604,WATER,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2015,7/31/2016,30,250000,0,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1620286,1620286,WATER,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,GES Planning & Design,1/1/2016,12/31/2016,183,250000,0,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1320660,132066003,WATER,Greeley & Hansen,General Consultant Services,Master Facilities Plan,12/30/2015,12/29/2016,181,650103,0,Greeley & Hansen,1,ADVERTISED,For Profit,
1620292,1620292,WATER,Greeley & Hansen,Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,500000,0,Greeley & Hansen,1,ADVERTISED,For Profit,
MPXX16000321,MPXX16000321,WATER,"GreenTreks Network, Inc.",Miscellaneous Order,Gen Consult - Videographe,1/20/2016,6/30/2016,0,32000,31990,"GreenTreks Network, Inc.",102,EXEMPT,Non Profit,
1320095,132009503,WATER,"Ground Reconsidered, Inc",General Consultant Services,Conceptual Design Green,8/1/2015,7/31/2016,30,0,0,"Ground Reconsidered, Inc",1,ADVERTISED,For Profit,
1420137,142013702,WATER,"HABITHEQUE, INC.",General Consultant Services,FWWIC Exhibit Design,7/1/2015,6/30/2016,0,500000,331929.92,"HABITHEQUE, INC.",1,ADVERTISED,For Profit,
1520094,152009401,WATER,HUNT ENGINEERING CO,Architect and Engineer Svcs,GES Design Green Strwtr,8/1/2015,7/31/2016,30,1000000,0,HUNT ENGINEERING CO,1,ADVERTISED,For Profit,
1620262,1620262,WATER,HUNT ENGINEERING CO,Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1700000,243269.35,HUNT ENGINEERING CO,1,ADVERTISED,For Profit,
1320084,132008405,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Stormwater Infrastructure,8/1/2015,7/31/2016,30,1750000,432864.27,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit,
1620240,1620240,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1700000,0,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit,
1620288,1620288,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,GES Planning & Design,1/1/2016,12/31/2016,183,1250000,0,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit,
1620354,1620354,WATER,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Capital Improvements,3/1/2016,1/31/2017,214,150000,0,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit,
1320097,132009703,WATER,Hazen and Sawyer,General Consultant Services,Conceptual Design Green,8/1/2015,7/31/2016,30,0,0,Hazen and Sawyer,1,ADVERTISED,For Profit,
1620316,1620316,WATER,Hazen and Sawyer,Architect and Engineer Svcs,GES WWTrmt Fac,10/1/2015,9/30/2016,91,1000000,48429.42,Hazen and Sawyer,1,ADVERTISED,For Profit,
1620355,1620355,WATER,Hazen and Sawyer,Architect and Engineer Svcs,Capital Improvements,3/1/2016,1/31/2017,214,150000,0,Hazen and Sawyer,1,ADVERTISED,For Profit,
MPXX16000174,MPXX16000174,WATER,"Health Advocate, Inc",Miscellaneous Order,Training Services,7/1/2015,6/30/2016,0,32000,29333.37,"Health Advocate, Inc",102,EXEMPT,For Profit,
1620117,1620117,WATER,"Healthmark, Inc.",General Consultant Services,Occupational Medicine Svc,7/1/2015,6/30/2016,0,230000,48721,"Healthmark, Inc.",1,ADVERTISED,For Profit,
MPXX16000380,MPXX16000380,WATER,ITTI(WELDER TRAININ),Miscellaneous Order,Training Services,2/1/2016,6/30/2016,0,5010,5010,ITTI(WELDER TRAININ),102,EXEMPT,For Profit,
MPXX16000060,MPXX16000060,WATER,"Industrial Trainers of America, Inc.",Miscellaneous Order,Mech & Elec Safety Train,7/1/2015,6/30/2016,0,25000,25000,"Industrial Trainers of America, Inc.",102,EXEMPT,For Profit,
MPXX16000105,MPXX16000105,WATER,"JASTECH  Development Services, Inc",Miscellaneous Order,Educational & Tech Train,7/1/2015,6/30/2016,0,32000,32000,"JASTECH  Development Services, Inc",102,EXEMPT,For Profit,
1620433,1620433,WATER,JEVS Human Services,General Consultant Services,Technical Training,2/1/2016,1/31/2017,214,150300,0,JEVS Human Services,1,ADVERTISED,Non Profit,
MPXX16000147,MPXX16000147,WATER,JEVS Human Services,Miscellaneous Order,Elec & HVAC Training,7/1/2015,6/30/2016,0,32000,30500,JEVS Human Services,102,EXEMPT,Non Profit,
1620276,1620276,WATER,Jacobs Engineering Group Inc.,Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1500000,0,Jacobs Engineering Group Inc.,1,ADVERTISED,For Profit,
MPXX16000004,MPXX16000004,WATER,James O'Shaughnessy,Miscellaneous Order,Accounting Services,7/1/2015,6/30/2016,0,32000,32000,James O'Shaughnessy,1,ADVERTISED,For Profit,
MPXX16000180,MPXX16000180,WATER,"Jarvus Innovations, LLC",Miscellaneous Order,General Consultant,7/1/2015,6/30/2016,0,10000,0,"Jarvus Innovations, LLC",102,EXEMPT,For Profit,
1620212,1620212,WATER,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,Wissinoming GSI Design,1/1/2016,12/31/2016,183,635000,0,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
1620266,1620266,WATER,"Johnson, Mirmiran & Thompson",General Consultant Services,Insp Strmwtr Mgmt,1/1/2016,12/31/2016,183,500000,0,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
1620263,1620263,WATER,"KS Engineers, P.C.",Architect and Engineer Svcs,"Watermain, Sewer and Stm",9/1/2015,8/31/2016,61,1700000,66991.45,"KS Engineers, P.C.",1,ADVERTISED,For Profit,
1620158,1620158,WATER,Karen Friedman Enterprises,General Consultant Services,Media Crisis,7/1/2015,6/30/2016,0,75000,33118.26,Karen Friedman Enterprises,1,ADVERTISED,For Profit,
1320459,132045903,WATER,"Keystone Engineering Group, Inc.",Architect and Engineer Svcs,On-Line Water Quality,7/1/2015,6/30/2016,0,300000,208572.91,"Keystone Engineering Group, Inc.",1,ADVERTISED,For Profit,
1620171,1620171,WATER,"Keystone Engineering Group, Inc.",Architect and Engineer Svcs,MEP Design,9/1/2015,8/31/2016,61,500000,0,"Keystone Engineering Group, Inc.",1,ADVERTISED,For Profit,
MPXX16000054,MPXX16000054,WATER,Kimberly A. Ferguson,Miscellaneous Order,Leadership & Exec Develop,7/1/2015,6/30/2016,0,32000,32000,Kimberly A. Ferguson,102,EXEMPT,For Profit,
MPXX16000312,MPXX16000312,WATER,Know It All Intelligence Group,Miscellaneous Order,Investigation Services,1/1/2016,6/30/2016,0,32000,31419.37,Know It All Intelligence Group,102,EXEMPT,For Profit,
